Epoch [100/1000], Loss: 1093.3578
Epoch [200/1000], Loss: 1077.9060
Epoch [300/1000], Loss: 1068.6115
Epoch [400/1000], Loss: 1061.8248
Epoch [500/1000], Loss: 1056.5200
Epoch [600/1000], Loss: 1052.2627
Epoch [700/1000], Loss: 1048.7550
Epoch [800/1000], Loss: 1045.7198
Epoch [900/1000], Loss: 1043.1322
Epoch [1000/1000], Loss: 1040.9431
