Epoch [100/1000], Loss: 3036.2122
Epoch [200/1000], Loss: 2986.8621
Epoch [300/1000], Loss: 2938.2544
Epoch [400/1000], Loss: 2890.5576
Epoch [500/1000], Loss: 2843.5859
Epoch [600/1000], Loss: 2796.5020
Epoch [700/1000], Loss: 2750.3892
Epoch [800/1000], Loss: 2705.1619
Epoch [900/1000], Loss: 2660.7346
Epoch [1000/1000], Loss: 2617.1028
