Epoch [100/1000], Loss: 3144.2290
Epoch [200/1000], Loss: 3072.4529
Epoch [300/1000], Loss: 3008.1780
Epoch [400/1000], Loss: 2946.7981
Epoch [500/1000], Loss: 2887.0955
Epoch [600/1000], Loss: 2828.6179
Epoch [700/1000], Loss: 2771.2280
Epoch [800/1000], Loss: 2715.0701
Epoch [900/1000], Loss: 2659.9377
Epoch [1000/1000], Loss: 2605.7080
