Epoch [100/1000], Loss: 1120.6095
Epoch [200/1000], Loss: 1108.7700
Epoch [300/1000], Loss: 1100.7560
Epoch [400/1000], Loss: 1094.7457
Epoch [500/1000], Loss: 1089.9575
Epoch [600/1000], Loss: 1086.1194
Epoch [700/1000], Loss: 1082.9857
Epoch [800/1000], Loss: 1080.3810
Epoch [900/1000], Loss: 1078.1865
Epoch [1000/1000], Loss: 1076.3149
